name,database_id,degree_weighted,degree_total,betweenness_unweighted,betweenness_weighted,clustering_unweighted,clustering_weighted,connected_component,role
Eduardo Magno Lages Figueiredo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11582,4,4,0.0,0.0,1.0,0.0434782608695652,41,core
Eduardo Santana De Almeida,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2635,2,2,0.0,0.0,1.0,0.0434782608695652,461,peripheral
Edvaldo Wassouf Jr,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4949,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Edvin Herac,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10164,5,5,0.0,0.0,1.0,0.0518450597590873,0,core
Edward A. Epstein,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8975,8,8,0.0,0.0,1.0,0.0441649838048251,0,core
Edward A. Lee,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7959,8,8,0.0,0.0,1.0,0.0434782608695652,4,core
Edward D. Lemaire,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10323,3,3,0.0,0.0,1.0,0.0434782608695652,301,core
Edward Dahl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13486,1,1,0.0,0.0,0.0,0.0,635,broker
Edward F. Valeev,4:a207e2fc-2358-4733-aaec-376a2c17a19b:230,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Edward J. Schwartz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:435,5,5,0.0,0.0,1.0,0.0457384439121293,0,core
Edward Monteiro,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5221,5,5,0.0,0.0,1.0,0.0446083523908472,0,core
Edward Tse,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10058,7,7,0.0,0.0,1.0,0.0449320302695699,0,core
Edward Yao,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8878,3,3,0.0,0.0,1.0,0.051991319593742,0,core
Edwin Dauber,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6597,3,3,0.0,0.0,1.0,0.0434782608695652,261,core
Efe Barlas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:834,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Effat Farhana,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11878,3,3,0.0,0.0,1.0,0.0642430910516251,0,core
Effirul I. Ramlan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6924,6,6,0.0,0.0,1.0,0.0434782608695652,90,core
Egbert Touw,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9509,1,1,0.0,0.0,0.0,0.0,0,broker
Ege Apak,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5501,1,1,0.0,0.0,0.0,0.0,0,broker
Egor Bogomolov,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2109,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Egor Kichin,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9570,16,16,0.0,0.0,1.0,0.0435724351630053,1,core
Ehsan Mirsaeedi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2760,1,1,0.0,0.0,0.0,0.0,0,broker
Ehsan Zabardast,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13124,2,4,0.0,0.0,1.0,0.0869565217391304,0,peripheral
Eileen Kapel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7390,3,3,0.0,0.0,1.0,0.0498876749319914,0,core
Eileen T. Kraemer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8964,1,1,0.0,0.0,0.0,0.0,594,broker
Einar Broch Johnsen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10534,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Eion Blanchard,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11755,6,6,0.0,0.0,1.0,0.0442316552170865,0,core
Eirik Harald Lund,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6624,4,4,0.0,0.0,1.0,0.0453617467383686,0,core
Eirini Kostoglou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12830,4,4,0.0,0.0,1.0,0.0531663963233469,0,core
Ekaterina Shemetova,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6468,5,5,0.0,0.0,1.0,0.0434782608695652,121,core
Ekaterina Voskresenskaya,4:a207e2fc-2358-4733-aaec-376a2c17a19b:153,5,5,0.0,0.0,1.0,0.0434782608695652,139,core
Eko Handoyo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12295,2,2,0.0,0.0,1.0,0.0547791760823857,0,peripheral
Elahe Mougouei,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11162,8,8,0.0,0.0,1.0,0.0438818649843088,0,core
Elaine Huang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11450,6,6,0.0,0.0,1.0,0.0442316552170865,0,core
Elaine Venson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3698,4,5,0.0,0.0,1.0,0.0531663963233469,0,core
Eleanor Leist,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2581,1,1,0.0,0.0,0.0,0.0,0,broker
Elena Alaña,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12690,4,4,0.0,0.0,1.0,0.0434782608695652,198,core
Elena Heldwein,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13902,7,7,0.0,0.0,1.0,0.0451700219313294,0,core
Elena Khrapko,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10274,15,15,0.0,0.0,1.0,0.0435858886334968,0,core
Elena L. Glassman,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6874,10,10,0.0,0.0,1.0,0.043729392318739,0,core
Elena Leroux,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12341,4,4,0.0,0.0,1.0,0.0453617467383686,0,core
Elena Lyulina,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6570,4,4,0.0,0.0,1.0,0.0453617467383686,0,core
Elena Orta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5992,2,2,0.0,0.0,1.0,0.0434782608695652,369,peripheral
Eleni Constantinou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12078,1,1,0.0,0.0,0.0,0.0,0,broker
Eleni E. Mangina,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4999,3,3,0.0,0.0,1.0,0.0434782608695652,273,core
Eleni Giannoulatou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7018,5,5,0.0,0.0,1.0,0.0468685354334113,0,core
Elgun Jabrayilzade,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4838,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Eli Pregerson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9488,0,0,0.0,0.0,0.0,0.0,855,broker
Elia Ashraf,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12750,4,4,0.0,0.0,1.0,0.0453617467383686,0,core
Elias Canhadas Genvigir,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4658,3,3,0.0,0.0,1.0,0.0434782608695652,300,core
Elias Dietz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10912,6,6,0.0,0.0,1.0,0.0434782608695652,0,core
Elias Modrakowski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12019,8,8,0.0,0.0,1.0,0.0434782608695652,52,core
Elias Müller,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13884,6,6,0.0,0.0,1.0,0.0484104919810056,0,core
Elie Bursztein,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2083,11,11,0.0,0.0,1.0,0.0434782608695652,0,core
Elina Kettunen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12303,5,5,0.0,0.0,1.0,0.0446083523908472,0,core
Elisa Gonzalez Boix,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6462,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Elisa L. A. Baniassad,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3273,3,3,0.0,0.0,1.0,0.0434782608695652,245,core
Elisa Rossi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12786,2,2,0.0,0.0,1.0,0.0434782608695652,462,peripheral
Elisabet Lobo Vesga,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7715,0,0,0.0,0.0,0.0,0.0,856,broker
Elisabeth André,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11283,22,22,0.0,0.0,1.0,0.0434782608695652,0,core
Elisabeth Griebl,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3425,4,4,0.0,0.0,1.0,0.0505064999751563,0,core
Elisabeth Holmes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2924,6,6,0.0,0.0,1.0,0.0497799153993776,0,core
Elise Paradis,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10142,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Eliska Kloberdanz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6019,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Elizabeth Dinella,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9670,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Elizabeth Fialho Wanner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8321,3,3,0.0,0.0,1.0,0.0434782608695652,302,core
Elizabeth Fong,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3154,3,3,0.0,0.0,1.0,0.0434782608695652,259,core
Elizabeth I. Leonard,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8077,1,1,0.0,0.0,0.0,0.0,636,broker
Elizabeth Kammer 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3944,6,6,0.0,0.0,1.0,0.047042950859323,0,core
Elizabeth Patitsas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10940,0,0,0.0,0.0,0.0,0.0,857,broker
Elizabeth Reilly,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11373,3,3,0.0,0.0,1.0,0.0434782608695652,303,core
Elizabeth Seero,4:a207e2fc-2358-4733-aaec-376a2c17a19b:950,6,6,0.0,0.0,1.0,0.0459342669619219,0,core
Elizabeth Soroka,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7656,2,2,0.0,0.0,1.0,0.0434782608695652,414,peripheral
Elizabeth Suescún Monsalve,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11586,2,2,0.0,0.0,1.0,0.0434782608695652,36,peripheral
Elizabeth Wyss,4:a207e2fc-2358-4733-aaec-376a2c17a19b:801,2,2,0.0,0.0,1.0,0.0434782608695652,460,peripheral
Elizaveta Pertseva,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2484,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Ella Peltonen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13813,5,5,0.0,0.0,1.0,0.0468685354334113,86,core
Ellen Arteca,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3382,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Ellinor Rånge,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11065,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Ellis E. Eghan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5424,2,4,0.0,0.0,1.0,0.0869565217391304,0,peripheral
Elson Kurian,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10200,5,5,0.0,0.0,1.0,0.045401085088293,0,core
Eltjo R. Poort,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13484,4,7,0.0,0.0,1.0,0.0811974503474049,0,core
Emad Fallahzadeh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2107,1,1,0.0,0.0,0.0,0.0,0,broker
Eman Alatawi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4150,2,2,0.0,0.0,1.0,0.0434782608695652,463,peripheral
Eman Aldakheel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5544,0,0,0.0,0.0,0.0,0.0,858,broker
Emanuel Sousa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5046,4,4,0.0,0.0,1.0,0.0434782608695652,60,core
Emanuela Guglielmi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3149,6,6,0.0,0.0,1.0,0.0684991651788046,0,core
Emelie Engström,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1707,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Emery D. Berger,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11439,2,2,0.0,0.0,1.0,0.0434782608695652,428,peripheral
Emil Baldebo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2663,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Emil C. Lupu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9777,4,4,0.0,0.0,1.0,0.0466829679007783,0,core
Emil Constantine Lupu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:851,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Emil Stubbe Kolvig Raun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13708,3,3,0.0,0.0,1.0,0.0434782608695652,249,core
Emilia Mendes,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7335,2,2,0.0,0.0,1.0,0.0434782608695652,464,peripheral
Emiliano Sergio Verga,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11558,4,4,0.0,0.0,1.0,0.0434782608695652,83,core
Emilie Anthony,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13542,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Emilien Decoux,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4162,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Emilio Coppa,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9318,2,2,0.0,0.0,1.0,0.0434782608695652,419,peripheral
Emilio Cruciani,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8086,3,9,0.0,0.0,1.0,0.1472488064652725,0,core
Emilio Incerto,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11155,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Emilio Jesús Gallego Arias,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7669,4,4,0.0,0.0,1.0,0.0517711608007948,0,core
Emily Evans,4:a207e2fc-2358-4733-aaec-376a2c17a19b:952,6,6,0.0,0.0,1.0,0.0459342669619219,0,core
Emily Johnston,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8112,4,4,0.0,0.0,1.0,0.047245232607172,0,core
Emily Judith Arteaga Garcia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11417,5,5,0.0,0.0,1.0,0.0673231809008667,0,core
Emily Kan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2691,5,5,0.0,0.0,1.0,0.0446083523908472,0,core
Emily Laue Christensen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5299,1,1,0.0,0.0,0.0,0.0,0,broker
Emily Lu,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3847,7,7,0.0,0.0,1.0,0.0434782608695652,16,core
Emily Morgan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3699,4,4,0.0,0.0,1.0,0.0466829679007783,0,core
Emily O'Mahony,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6049,5,5,0.0,0.0,1.0,0.0434782608695652,0,core
Emily Prud'hommeaux,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2010,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Emily Su,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7209,1,1,0.0,0.0,0.0,0.0,656,broker
Emily Vorderwülbeke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1683,1,1,0.0,0.0,0.0,0.0,0,broker
Emirhan Ogul,4:a207e2fc-2358-4733-aaec-376a2c17a19b:315,4,4,0.0,0.0,1.0,0.0528229831316701,0,core
Emma J. Williams,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11621,3,3,0.0,0.0,1.0,0.0498876749319914,0,core
Emma Shedden,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10898,5,5,0.0,0.0,1.0,0.0538907171854751,0,core
Emmanuel Iko-Ojo Simon,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9414,3,3,0.0,0.0,1.0,0.0434782608695652,298,core
Emmanuel Letier,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7051,1,1,0.0,0.0,0.0,0.0,657,broker
Emmanuel Masabo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9602,2,2,0.0,0.0,1.0,0.0434782608695652,99,peripheral
Emmanuel Yah,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2914,3,3,0.0,0.0,1.0,0.0434782608695652,44,core
Emmanuelle Tognoli,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8395,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Enbao Chen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7800,8,8,0.0,0.0,1.0,0.0438818649843088,0,core
Endrowednes Kuantama,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3531,9,9,0.0,0.0,1.0,0.0434782608695652,0,core
Eneli Kindsiko,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1748,2,2,0.0,0.0,1.0,0.0627065030568438,0,peripheral
Eng Lieh Ouh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7831,2,4,0.0,0.0,1.0,0.0627065030568438,0,peripheral
Enrico Calore,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9863,7,7,0.0,0.0,1.0,0.0434782608695652,69,core
Enrico Fregnan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5874,3,6,0.0,0.0,1.0,0.1028796966667112,0,core
Enrico Giunchiglia,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9709,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Enrico Steffinlongo,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9270,4,4,0.0,0.0,1.0,0.0434782608695652,0,core
Enrique Barba Roque,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3679,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Enrique Larios Vargas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3237,4,4,0.0,0.0,1.0,0.047245232607172,0,core
Enyan Huang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3908,5,5,0.0,0.0,1.0,0.0446083523908472,0,core
Enyi Tang,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8914,9,9,0.0,0.0,1.0,0.0445015967413805,0,core
Enzo Cialini,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8538,5,5,0.0,0.0,1.0,0.0528127276145105,0,core
Eoan O'Dea,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12976,2,2,0.0,0.0,1.0,0.0627065030568438,0,peripheral
Eoin Woods,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7351,1,2,0.0,0.0,0.0,0.0,658,broker
Eray Mert Kavuk,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7073,1,1,0.0,0.0,0.0,0.0,0,broker
Erdem Tuna,4:a207e2fc-2358-4733-aaec-376a2c17a19b:921,2,2,0.0,0.0,1.0,0.0547791760823857,0,peripheral
Erhard Weiss,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13424,5,5,0.0,0.0,1.0,0.0434782608695652,0,core
Eric Abuta,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6911,1,1,0.0,0.0,0.0,0.0,659,broker
Eric Bernd Gil,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11564,5,5,0.0,0.0,1.0,0.0595355722670606,0,core
Eric Bouwers,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7594,3,3,0.0,0.0,1.0,0.0434782608695652,0,core
Eric Braude,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10341,1,1,0.0,0.0,0.0,0.0,660,broker
Eric Braun,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13799,7,7,0.0,0.0,1.0,0.0434782608695652,70,core
Eric Church,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11871,3,3,0.0,0.0,1.0,0.0434782608695652,304,core
Eric F. Rizzi,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11103,2,2,0.0,0.0,1.0,0.0790052431666147,0,peripheral
Eric G. Mercer,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9875,5,5,0.0,0.0,1.0,0.0434782608695652,0,core
Eric Greuter,4:a207e2fc-2358-4733-aaec-376a2c17a19b:10618,8,8,0.0,0.0,1.0,0.0443903743042984,0,core
Eric Hamann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12858,3,3,0.0,0.0,1.0,0.0612171027618741,0,core
Eric Heim,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5958,11,11,0.0,0.0,1.0,0.0434782608695652,0,core
Eric J. Rapos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5543,1,1,0.0,0.0,0.0,0.0,0,broker
Eric Lloyd,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8394,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Eric M. Schulte,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3306,6,6,0.0,0.0,1.0,0.0434782608695652,0,core
Eric Melski,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9795,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Eric Nickell,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6373,6,6,0.0,0.0,1.0,0.0447601436820504,0,core
Eric Robson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3978,12,12,0.0,0.0,1.0,0.0434782608695652,20,core
Eric Ruiz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9991,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Eric Schmieders,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9267,2,2,0.0,0.0,1.0,0.0627065030568438,0,peripheral
Eric Yuan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2404,0,0,0.0,0.0,0.0,0.0,859,broker
Eric Zitong Zhou,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11646,4,4,0.0,0.0,1.0,0.047245232607172,0,core
Erica Janke,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8144,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Erica Lan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4734,8,8,0.0,0.0,1.0,0.0434782608695652,48,core
Erica Weilemann,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7275,2,2,0.0,0.0,1.0,0.0627065030568438,0,peripheral
Erick Cabezas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8506,4,4,0.0,0.0,1.0,0.0434782608695652,205,core
Erick Raelijohn,4:a207e2fc-2358-4733-aaec-376a2c17a19b:6589,2,4,0.0,0.0,1.0,0.0869565217391304,0,peripheral
Erik Arisholm,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4010,3,3,0.0,0.0,1.0,0.0434782608695652,279,core
Erik J. Luit,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13477,3,4,0.0,0.0,1.0,0.0510122043447789,305,core
Erik Karlsson,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11062,1,1,0.0,0.0,0.0,0.0,661,broker
Erik Linstead,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9410,6,6,0.0,0.0,1.0,0.0434782608695652,76,core
Erik Lönroth,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5943,10,10,0.0,0.0,1.0,0.043729392318739,30,core
Erik Mavrinac,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4735,8,8,0.0,0.0,1.0,0.0434782608695652,48,core
Erik Tholén,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11554,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Erik Wittern,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4274,6,10,0.0,0.0,1.0,0.0677356431427989,0,core
Erika S. Mesh,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9218,2,2,0.0,0.0,1.0,0.0434782608695652,446,peripheral
Eriks Klotins,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7675,6,6,0.0,0.0,1.0,0.0455361621642802,0,core
Eriky Rodrigues,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4351,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Erin Schultz,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4626,3,3,0.0,0.0,1.0,0.047245232607172,0,core
Erina Makihara,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8072,5,5,0.0,0.0,1.0,0.0446083523908472,0,core
Ernando Passos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12896,20,20,0.0,0.0,1.0,0.0434782608695652,0,core
Ernani César dos Santos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:4228,2,2,0.0,0.0,1.0,0.0434782608695652,459,peripheral
Ernesto Pimentel 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12840,8,8,0.0,0.0,1.0,0.0460159024622116,0,core
Ernesto Posse,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12117,3,3,0.0,0.0,1.0,0.0595252630689557,0,core
Erno Vanhala,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9535,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Ernst Pisch,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13520,3,3,0.0,0.0,1.0,0.0875462795298882,0,core
Erran Carmel,4:a207e2fc-2358-4733-aaec-376a2c17a19b:9225,4,4,0.0,0.0,1.0,0.0541442042940798,0,core
Ersin Ersoy 0001,4:a207e2fc-2358-4733-aaec-376a2c17a19b:11976,3,6,0.0,0.0,1.0,0.0723420160189702,306,core
Erwin Frise,4:a207e2fc-2358-4733-aaec-376a2c17a19b:599,5,5,0.0,0.0,1.0,0.0468685354334113,0,core
Esben Andreasen,4:a207e2fc-2358-4733-aaec-376a2c17a19b:8251,4,4,0.0,0.0,1.0,0.0491287184759755,0,core
Eshaan Khanapuri,4:a207e2fc-2358-4733-aaec-376a2c17a19b:5545,3,3,0.0,0.0,1.0,0.0434782608695652,307,core
Espen Nystad,4:a207e2fc-2358-4733-aaec-376a2c17a19b:7595,2,2,0.0,0.0,1.0,0.0434782608695652,10,peripheral
Esperanza Marcos,4:a207e2fc-2358-4733-aaec-376a2c17a19b:1790,3,3,0.0,0.0,1.0,0.0434782608695652,289,core
Esteban Pavese,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2120,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Esther Adenekan,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13588,4,4,0.0,0.0,1.0,0.0606265951292295,0,core
Ethan Bütt,4:a207e2fc-2358-4733-aaec-376a2c17a19b:3342,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Ethan T. McGee,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2576,1,1,0.0,0.0,0.0,0.0,0,broker
Ethem Utku Aktas,4:a207e2fc-2358-4733-aaec-376a2c17a19b:2940,1,1,0.0,0.0,0.0,0.0,425,broker
Etienne Borde,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12461,2,2,0.0,0.0,1.0,0.0434782608695652,465,peripheral
Etienne Rivière,4:a207e2fc-2358-4733-aaec-376a2c17a19b:13225,2,2,0.0,0.0,1.0,0.0434782608695652,0,peripheral
Eugen Brenner,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12214,3,3,0.0,0.0,1.0,0.0434782608695652,97,core
Eugenio Di Sciascio,4:a207e2fc-2358-4733-aaec-376a2c17a19b:12595,3,3,0.0,0.0,1.0,0.047245232607172,0,core
